OriginalTweet,encoded_sentiment
COVID 19 is scary for me because I can t afford to stock up on food or basic necessities I struggled to pay a 50 bill on Monday and that was a hard enough without whats going on around me,0
plant based foods have longer shelf lives alternative protein companies seeing spikes in demand and other weird coronavirus effects on smart food cos,2
This is good news for control of COVID 19 but this will create an incredible strain on resources for families without sick leave and food insecure children Contact your legislators TODAY to demand assistance for these families,2
Unfortunately it s CoronaGreed and it s going to get worse before it gets better Trump wants to prop up gas and oil financially even though it s Saudi Arabia and Russia manipulating prices Covid 19 CoronaOutbreak,0
Are there any plans to allow SNAP recipients to receive benefits early in order to purchase food to stock up in advance of any potential quarantines COVID19 Coronavirus,2
Why did everyone descend on the supermarkets today like they were on Supermarket Sweep Covid 19 Dunnes Tesco lidl aldi,2
To all corporations who are skyrocketing their prices for vital items during this pandemic may you all burn 9 for 4 masks that 3 months ago cost me 1 is obscene Covid 19,1
I live in the reddest state in the union Full of people saying it s no big deal or a hoax And yet when I go to the grocery store there is no toilet paper or soap and hand sanitizer Actions speak louder than words coronavirus,1
Observations when in a Metro grocery store during a pandemic Covid 19,2
Need medical advice What s safer 1 Going to a packed grocery store and being near 300ppl for 30mins or 2 Staying home and only interacting with Postmates drivers once a day every day for the next two weeks CoronavirusPandemic Covid 19,2
Who else went to the grocery store today Ottawa Covid 19,2
When you are told to stock up on toilet paper to prepare for the Covid 19 virus but you forget to stock up on food too,1
I was walking down the street by a grocery store and an old couple pulled up and asked me to buy their groceries because they were rightly afraid of Covid 19 So I took their money and left because I wanted to teach them to never trust a millenial,1
Trump says gas prices will go down and that s like a big tax cut You re welcome America It won t cost as much to drive to all the funerals Covid 19,0
Due to the coronavirus All paid and in store services at are suspended Retail workers are encouraging customers to not try on Apple Watches and AirPods is modifying its store features including limited seating,1
It is completely racist and ignorant to avoid Chinese restaurants because of Covid 19 PR,0
Was at my till and a customer saw the bottle of sanitiser that work put on the till for the staff and said How come YOU have some when there s none in the store So they want Retail staff to get ill so long as they have sanitiser coronavirus,1
Thank goodness I was able to get to the grocery store this morning Covid 19,0
My question will Ohio ask feds for permission to suspend discontinuance of SNAP or Medicaid until coronavirus crisis has passed what can Ohio do to expedite processing new applications for these programs as people lose jobs SocialDistancing,0
Irish people if the Italian experience is anything to go by retailers have been preparing for this for days Think and DON T STOCKPILE Supermarkets over here continue to be supplied with everything we need Crowding into supermarkets is counterproductive and speads COVID19,2
andreiaaaa My partner takes immunosuppressive medication so she s in a high risk pool of people I did stock up on food mostly to make her feel less nervous about the chaos Trump has created over Covid 19,0
There is a lot of stress out there As I discovered popping out for a pint of milk from the local supermarket Covid 19 COVID19 COVID 19 CoronavirusPandemic CoronaVirusUpdate coronavirus BREAKING breakingnews,1
Judging by the supermarket shelves across a lot of countries it looks like last months bekind has been replaced by fuck everybody else keyboardwarriors bekind fuckeverybodyelse Covid 19,1
Nothing like a panic in the supermarket My lord worlds gone mad CancelEverything Covid 19 dunnes,1
Went out to Lowes and Grocery store today People are not wiping their carts or cleaning their hands America will suffer badly from Corona because we have too many idiots Covid 19 CoronavirusPandemic CoronaVirusUpdate CoronaOutbreak CoronaVirusUpdate,0
With this COVID 19 of staying home predictions 1 in 9 months another baby boom 2 Netflix will love it 3 Online shopping booming,0
This would kill the virus without impacting the economy as economy pretty much on pause Rationing stock piles food would surely be feasible for two weeks Covid 19,2
Another day another supermarket shelf cleared out of toilet paper Covid 19 Coles Wendouree,2
Israeli police is screening people before entering into supermarkets Israelis started to panic buy food Israel Covid 19 pandenic,1
Quit throwing money at the stock market and use those dollars to take care of actual people more testing sick leave free testing food assistance for those self quarantining or ill coronavirus gopshouldast,1
Just arrived at the supermarket for my weekly shop people are still streaming out clutching just toilet paper They do realise that you can wash your bum but you can t eat bog roll ToiletPaperApocalypse panicbuyers Covid 19,2
Don t get caught in quarantine without emergenchy food and supplies Stock up on these CoronavirusPandemic essentials gt gt ThursdayMotivation thursdaymorning thursdayvibes coronavirus COVID19,2
At a Grocery store standing around with a few dozen of my new best friends Covid 19 issue Who knows,0
My region has gone into absolute panic mode CoronavirusPandemic Make sure you re stocked up on food because the shelves are clearing out fast Covid 19 COVD19 CoronaOutbreak,1
Preparing for coronavirus spreading Vit C boost up immunity bef infected Food as seen in China Ppl re panic for sure but at last food is enough Personal Medicine for avoiding to go to Netflix COVID19 Covid 19 CoronaOutbreak lockdown CoronavirusPandemic,1
Consumer expert Amy Davis is explaining your chances of getting your money back if you decide not to keep your plans due to coronavirus concerns kprc2 click2houston coronavirus,2
Covid 19 is pandemic in Nigeria the economy is heading for a crash Solution Nigerians should brace up for tough times Ruling elites continue their profligacy And we pray for higher oil prices Shikenan,2
How are these corner shops increasing prices for hand sanitizers Hand wash etc due to the shortage because of the coronavirus Covid 19 Can Sainsbury restock their stuff because chileeeeeee,0
6 How can you prevent catching coronavirus Wash your hands Cover your coughs If you re an older Kansan consider delaying any vacations and limit trips to the grocery store or public spaces Stay home if you re sick,1
Shops have now sold out of nappies and baby food Seriously why are people stock piling nappies and baby food Covid 19 completemuppetts,1
Some parents stock up on food my parents started stocking up on gin Covid 19,2
My approach to the covid 19 lockdown in Norway is a bit different than everyone else s apparently They re stocking up on food I bought paint and went to the library to stock up on books for the kids Sadly the library had also closed down due to coronavirus,1
so is this coronavirus a serious thing now cause I need to know if I need to stock up on food,1
Our partner Michael Thomas spoke with the on retail out of stocks and a surge in online orders for pharmacies and restaurants More on COVID19 and the impact on the Middle East coronavirus,2
To all the plebs out lining the supermarket needlessly panic buying it will only harm the most vulnerable who don t have what they need there when they go to get it No need for stockpiling Covid 19,0
Don t underestimate role of nurses amp their impact on delaying Covid 19 even outside of the healthcare setting my nurse mom is out here eavesdropping in the grocery store the roofers at her house etc and dispelling rumors Nurses2020 CoronavirusPandemic,1
Will you provide a grocery delivery service to elderly people who cannot travel to your store for their shopping Covid 19 CoronavirusPandemic,2
If your concerned about the virus here s a little thought when your in your local supermarket or large outdoor shop were they serve hundreds if not thousands of customers a day the odds of coming into contact with someone who has it are far greater ShopSmall Covid 19,2
Italians are really struggling with Covid 19 outbreak only the smooth penne is left on supermarket shelves,1
Globalwebindex did some research on Covid 19 This was one of the more interesting stats There s strong consumer support for digital health appointments 60 would consider using them if available and only about 15 rule them out,0
Check out my latest blog about how our work place is changing it also includes lots of Home decor Tips amp Tricks amp Resources,1
Only China can do this gratitude education to thank the premier for his performance against coronavirus or re education camps to prevent radicalisation Just like their consumer products I really hope the virus dies quickly too,0
Corona sales have dropped 30 since the outbreak of covid 19 Many people won t eat Chinese food because the virus originated in China If you financially can go out and purchase those items to support especially local ppl or just buy stock since it s so low right now too,2
Supermarket was unusually busy last night Manager said people are taking advantage of the space Probably as a precautionary measure Covid 19,2
Guess what I m still doing today My life Still going for a bike ride on this 60 day Still running errands to the grocery store amp library Still going into work where I come in contact with over 500 ppl per shift Still ordering off the menu at the local restaurant Covid 19,2
Online shopping getting new records coronavirus,2
Sri Lankans Let me panic stockpile groceries at the supermarket because of the coronavirus Also Sri Lankans Let s go to the big match COVID19 Covid 19 lka,1
It s begun Supermarket packed shelves emptying no toilet roll alcohol or hand sanitizer This is the third week I ve bought heavy so I think I ll be all right but tough to tell with so many still in denial Covid 19 Vermont,1
The biopolitics of COVID 19 1 5 trillion for the stock market no testing paid sick leave food aid eviction bans enhanced unemployment insurance or any other measure to help everyone else,0
Fourth supermarket my partner and I tried today Notoiletpaper Sadly I could really do with some now Covid 19 COVID2019uk COVID19,1
We re here to help answer your consumer questions on many topics including PriceGouging travel insurance and scams Call us at 800 593 822 or visit our website for more info Coronavirus COVID19,2
The WalkingDead has taught me 1 no evidence that having stock piles of hand sanitizers or toilet paper are a benefit 2 Get FOOD amp WATER 3 Get FirstAid Kit amp medications 4 get a good sharp machete zombies Honestly folks wash your hands amp have common sense Coronavirus,0
with this coronavirus i be tellin my mom to stock up on canned food meanwhile she outhere sayin we still got food at home got the whole fridgerator lookin like this,2
In light of the recent COVID 19 updates we encourage everyone to stay at home and avoid crowded places Stock up on food and necessities but do not panic buy Wash your hands thoroughly and do not touch your face,0
If you are at home do online shopping what you need Ring to Dr where ever you will what If need any medication order online If you are wrong with payment ring to government social protection Covid 19,1
Ordering pizza and compulsive online shopping is my new recipe to deal the anxiety of thinking constantly to my dear ones facing a pandemic crisis while I m stuck in a country miles away from them The anguish is real coronavirus Covid 19 lockdown COVD19 fuorisede,0
Whenever 2000 prepper food kits are out of stock at Costco I start to get worried Covid 19,1
Dear Everyone go buy some of Neil s awesome images He had a bunch of jobs cancel on him because of the covid 19 apocalypse but we can support him with online shopping,0
Just a little reminder that workers are not responsible for the prices majority of the time it s the suppliers that hike them up trust me it s not our idea to be charging people 8 for sanitisers and 2 for masks sincerely everyone working in pharmacy x Covid 19,0
Dear Leader great job with your speech last night my supermarket has no toilet paper this morning Seriously No toilet paper RepublicanDumFuks Covid 19,2
We have to take care of each other If you are younger healthy and have family or neighbors who are in high risk categories for death caused by COVID2019 call them and see if they need to stock up on food or other items We need to do our part to care for our communities,2
Unusually long lines in my neighborhood supermarket in New Hyde Park NY for a Thursday night It appears people are panic buying I see fully loaded grocery carts lined up What s going on Covid 19 pandemic,1
Consumer Commission However in the case of Eurostar there is no flexibility since a monopoly exists The declared this a pandemic yet eurostar expects you to travel as normal conditions of carriage apply I,1
My dad told me to stock up on food in case we get quarantined 4 days later and I already ate it all Oops Covid 19,2
The World Health Organization has announced that dogs cannot contract Covid 19 Dogs previously held in quarantine can now be released To be clear WHO let the dogs out,2
Well folks sellers on Ebay are starting to gouge prices for hand sanitizer I just snapped these 2 products as examples Contact Ebay to complain If it s happening in your state contact your Attorney General Covid 19 pricegouging ThursdayThoughts,2
Generally I never want more than a dusting But a since going out is something WA people seem to not be allowed to do that s what it feels like anyway and b if snow will kill the covid 19 virus I say bring it on But give me,0
I never believed that I would need to fill out a form and have approval from the police to give me permission to go to the supermarket It s very surreal It is now a penal crime to flout this law Covid 19 italylockdown,1
Logic from a 6 year old Mom why don t these people stock up on food cause you won t really need toilet paper if you have nothing to eat coronavirus COVID19,2
In the wake of the global turmoil amp the crisis of the COVID 19 financial markets especially bitcoin prices have fallen sharply Apps such as WhatsApp amp Linkup with associated Blockchain wallet can be used as balance weight for BTC,0
Grocery store observation People staying home will be Eating bread pasta amp sauce canned soup mac amp cheese ramen noodles Drinking milk wine amp bottled water Washing hands amp using alcohol sanitizer Spraying amp wiping everything Pooping lots amp lots of pooping Covid 19,2
You know what s great to do when you re in the grocery store shopping for the apocalypse Stand more than 2 inches from the person you re in line behind It s really wonderful Everyone should try it Perhaps even 12 inches Or 36 Go crazy the world s ending coronavirus,0
Genuinely concerned about fellow retail workers and myself Has ANYONE heard about mall plaza store closings The amount of ppl and money I come in contact with every single day is gross Go buy your shoes online My health isn t worth your retail therapy coronavirus,1
You can get a flu shot at the grocery store without your personal physician Why not a COVID2019 test,1
Stock markets in freefall today due to Covid 19 fears Shares in Irish agri food companies are down across the board Kerry shares have fallen below 100 and Glanbia now down below 10 CoronavirusPandemic COVID19ireland,1
On the Tonight Show they showed a queue of people in a supermarket with full trollies and one of the trollies had a case of Corona in it TonightVMTV Covid 19,2
Time to stock up on food and at least 5 kegs coronavirus,2
When can I start stock piling weapons amp tin food Covid 19,1
Hygiene tip if you need to go to the supermarket instead of paying with a card and signing with the pen that everyone else in the market has touched use Pay I m using it exclusively in an abundance of caution Covid 19 coronavirus imbecomingagermophobe,1
Coronavirus has Boomers stocking their Doomsday bunker while Millenials are online shopping for bathing suits for their 5 island trip they just booked on Spirit for 120 CoronaVirusUpdate CoronavirusPandemic,1
The new decorum in the grocery store One person per aisle at a time please Covid 19,2
1 A well stocked supermarket 2 The same supermarket just 2 minutes later Shopping is like a military operation at the minute sainsburys Aldi morrisons panicbuying panicbuyinguk CoronavirusPandemic Covid 19 coronavirusinUK,2
These are the shelves of and ordinary and normally well stocked supermarket Berlin Germany hamsterkauf coronadeutschland Covid 19,2
Stock up on canned food bottled water matches flashlights and other supplies NOW Contagion will only get worse They will close down stores Coronavirus COVID19 PublicHealth,0
Thank god for the Covid 19 because the gas prices are going down It s like a big tax break according to Herr Trump Hooray,0
Coronavirus Scare People say bye bye to Chinese food Guests demand traditional wazwan instead of Manchurian Friedrice chowmin etc etc,1
When you have to stock up on food because of the CoronaVirus but you re broke,1
pls keep calm as we navigate this crisis we re all scared and you re not helping anyone by pushing people at the grocery store ramming your cart with all the food you can fit and leaving nothing for the rest we either survive this together or our humanity doesnt coronavirus,0
Attention knowledge workers and the those tempted with the cheap travel prices Covid 19 Corona CoronavirusUSA,2
news metals CrudeOil prices down 5 as USA puts europetravelban labelled Covid 19 a pandemic Fiscal stimulus by several central banks has failed to soothe fears global manufacturing industrial aviation hit commodity,1
Sadly true We allowed our domestic manufacturing capacity to atrophy because it was cheaper amp more efficient to have it made abroad Covid 19 is exposing this in the medical field But this dangerous supply chain deficiency extends to dozens of other critical industries,0
How things shift in a few hrs Things get real in T O as schools to shut down big events cancelled and my brother just called from the local grocery store where there are massive line ups amp frayed tempers Take care all and let s do what we can to help each other Covid 19,2
Went to the grocery store for a few things I actually need and find the TP aisle empty but funny how the fuckin soap aisle is full CoronavirusPandemic Covid 19 CoronaVirusUpdate stupidfuckinpeople panicbuying,2
Now that has declared a state of emergency VA s price gouging protections are now in effect If you see any exceptionally high prices for coronavirus necessities let my office know Price gouging will not be tolerated in VA Learn more here,1
The Coronavirus has Gen X and Baby Boomers stocking up on hand soap amp toilet paper meanwhile college students are online bargain shopping flights and cruises for spring break Covid 19 CoronavirusPandemic CoronaVirusUpdate CoronaOutbreak springbreak2020 SpringBreak,0
That s how you can find and update the availability of stock for essentials like toilet paper sanitisers in your neighborhood Support the community via Maps via Covid 19 Covid19usa,0
Please ppl I just want to do my normal evening food shopping I don t want to queue for 30m just to get a bread and a can of corn it s not a zombie apocalypse we don t need to stock up on long life milk and tins of fish coronavirus panickbuyinguk panic panicbuyinguk,2
COVID19 coronavirus Somebody should do a survey of members of Congress and ask them if they think hand sanitizer is easy to find at the local drug store or grocery store,0
Ok grocery store no toilet paper and Target just a few packs no big deal am not panicking just making light of the situation here covid 19 cov d19 virus toiletpaper toilet survival dontpanic nocrowds staystrong poopless,2
Get concise Vision Mission and Value Statements for your brand at affordable prices LOONA Covid 19 ThursdayMotivation TrumptheWorstPresidentEVER,2
One of our elderly non Muslim neighbours is disabled and is unable to get out My family ordered their shopping online The Quran takes it as axiomatic that a society is judged by the way it treats the most vulnerable the very young and the very old coronavirus COVID19,1
Trump added 1 trillion to stock market today to save his campaign Just think how many COVID 19 tests sick leave unemployment checks food stamps amp hospital treatments that could have paid for Shows you what trump amp GO,1
Today was like if we didn t start the fire was a day,2
StockMarketCrash2020 Covid 19 large SP500 selloffs historically followed by rebound w in 6 mos if no recession which we do not expect given strength of US consumer in history of Pandemics equitymarkets tend to decline sharply amp then recover,1
These were the different prices of BTC across leading market data providers during todays dump 11 am GMT 6267 12 6431 74 6536 95 6091 00 Aggregated price 6331 70 data Crypto Covid 19,1
Airways can u plz update ur policy regarding flights coming up in April The charge to change is more than the tix prices Tickets purchased b4 the Covid 19 outbreak that has us flying LAS London on April 4th and out of CDG LAS on April 15th,2
How is Covid 19 coronavirus impacting your online shopping habits,2
1 All this looks like a post apocalyptic B Rated movie where it starts with pieces of news panic fight over food and resources and then screen coes blank It writes 1 year later A deserted city with empty cars crashed and piled up trash Covid 19 CoronavirusPandemic,0
Everyone is panic buying bog roll and hand sanitizer but feminine hygiene products don t seem to be selling very fast in comparison So you might be free bleeding all over your house but at least your arse will be wiped and your hands will be clean covid19 Coronavirus preppers,0
Looking to alleviate virus anxiety Donate to local orgs like the who are providing essential services for folks who can t afford to stock up on food Have been impacted by a loss of wages due to COVID 19,1
People aren t getting the social distancing very well Ready to start elbowing peeps at grocery store today even with no sneezing or coughing involved coronavirus CoronaOutbreak,2
Anyone or company who is jacking up prices or designing gimmick novelty products to profit from Covid 19 should be ashamed of themselves NotHelping,1
Craziness at the Zehrs grocery store here in Barrie no more toiletpaper CoronavirusPandemic CoronaOutbreak Covid 19 I think people need to chill a bit,1
This is sad but uplifting But oh so sad How many older people and other people at high risk rightly fear that going to the grocery store or pharmacy could endanger their lives If you can help someone else please do coronavirus,0
If you are a healthy low risk person and live in a neighborhood or apartment complex consider offering to go to the grocery store or pharmacy for your high risk neighbors CoronavirusPandemic coronavirus COVD19,1
If people who don t have food allergies could NOT panic buy allergy friendly food for their stock piles then that would be great As someone who is very allergic to gluten it s worrying to see gluten free cupboard items are out of stock which never happens already now Covid 19,0
My neighbor s a health care professional working as a nurse at a major hospital She s very much appreciated amp in the time of Coronavirus wanted her to know that we have to take care of one another Thank a nurse doctor hospital worker Coronavirus COVID19 ThankYou,0
The pandemia consumer needs amp spending hierarchy 0 health 1 food and water 2 energy 3 information amp technology 4 mobility 5 money amp value 6 community Korona koronavirus Koronavirusfi COVID2019 Corona CoronaOutbreak CoronaVirusUpdate,2
Austria this week closed its universities Schools are following next week Might be my perception but at the supermarket the carts looked more stacked than usual Checked the Toilet paper section all the high quality stuff was gone NamedAfterALiteBeer Covid 19at Covid 19,2
The situation in schools right now where s the Everyone told to hand wash councils have not sent out supplies and supermarkets are wiped clean leaving schools looking for supplies wherethesoap Covid 19 schools handwash teacher CoronavirusPandemic supermarket,0
So let me get this straight This is just food for thought everyone 1 1 5 TRILLION DOLLARS was just pumped into Wall Street to fight off the Stock Market Plummeting 2 Covid 19 Is afflicting hundreds of thousands of lives and millions of jobs Cont,1
CoronaVirusFrance le rayon p tes alimentaires comme l autre jour Here is again like the other day pasta department in a Paris region supermarket People keep buying and stocking like if we were on small island or in the middle of the desert Covid 19 coronavirus,0
Our supermarket ran out of alcohol hand sanitiser so I had to improvise Covid 19,2
First oil prices falling off a cliff offers an opportunity to reduce the import bill Second as CA fiscal pressures ease the allure of lowering taxes duties must be resisted Covid 19 impact will require fiscal space Relief must be through budgetary measures 5 7,2
CoronavirusPandemic Covid 19 CoronaVirusUpdate panicbuying ASDA SUPERMARKET IN EDINBURGH HAS NO TOILET ROLL,1
These sneaker prices still haven t dropped Covid 19 COVID19 coronavirus corona stockx nike,2
Airlines Plane ticket prices are dropping because of the coronavirus My cheap ass making bookings coz if I die I better die in Bali CoronavirusPandemic Covid 19,0
As Covid 19 Hit Ghana dierrr I for start dey stock my room plus food ooo No more going out Shiiit CoronaVirusUpdate CoronaOutbreak,1
Doing online food shopping is just as stressful as going to the shop CoronaVirus just want to be able to buy my essentials,1
When you stock up kilos and kilos of goods and empty supermarket shelves please think about the people who live on a daily wages They will not have the ability to stock up food like you and they will be hit the hardest by unnecessary panic buying CoronaOutbreak coronavirus,1
There s a pandemic around the World and what the good old portuguese do Half buy the whole supermarket the other half goes to the beach It s a World going mad Covid 19 photos from yesterday,1
This panel by Sid Teles perfectly embodies the mood at the supermarket today Corona CoronavirusPandemic CoronavirusPandemic Covid 19 Fear supermarket groceries indiecomics Dystopia dystopian panicbuying panicshopping Hoarding panicbuyers Kickstarter apocalyptic,0
Seeing all these pictures of empty shelves is making me panic a little Still yet to stock up on food CoronavirusPandemic Covid 19,0
3M N95 masks for sale And many other n95 varieties USA amp global shipping Visit us free now Great prices n95 CoronaOutbreak Covid 19,0
NYC Water IS CVS PRICE GOUGING IS THEIR MASS PANIC THIS CITIZEN JOURNALIST IS ON THE CASE GOING WHERE NO ONE WANTS TO GO 4 89 FOR A CASE OF WATER IN NYC ITS GETTING CRAZY CoronaVirusUpdate coronavirus toiletpaper COVID19 toiletpapercrisis QArmy QAnon qanom,0
My right wing coo coo father in law was telling my conservative hubby to stock up on bullets and 2 weeks worth of food For when the gangs come looking for food Like ffs my anxiety is already thru the roof can yall chill tfuck out Covid 19,1
Please also be nice to retail staff They re under incredible pressure trying to keep up with demand while providing polite customer service They don t set prices they can t get stock as quick as they re going out the door while people are panic buying BeKind Covid 19,1
People really need to get a grip amp be nicer to each other Mum was just in local Tesco s Shelves empty Queues down aisles 1 2hr long Mum being her normal cheery self laughing amp joking w her fellow queuers said she made a few friends BeKind Covid 19 1 2,0
Since a few people asked yes I do sell my prints They are at And just because I made up this ironic discount code for you Use CV19 for 19 off the price of prints,2
Off to do my Coronavirus shopping We are getting word that a shut down may be imminent in my county in PA So off to stock up on comfort food,2
Shelves empty at my local DC supermarket Panic buying is on Covid 19 hysteria,0
Just did online shopping and first available slot was Sunday at 11pm 12am Loo roll and baked beans sold out coronavirus,2
My mom back home has major respiratory issues and my brother who lives with her works at a grocery store where he regularly deals with the public If I can afford to cover the lost income is it advisable for to him to quit take leave from the job w,1
I am disturbed by the scenes from supermarkets because the people that are most vulnerable from coronavirus are the very people that cannot get down to the supermarket to clear the shelves Cop on everyone Think about who this really killing Covid 19,0
For a nation that coined keepcalmandcarryon we seriously need to get a grip Just back from hoilday Went to buy food for tonight tomorrow and apparently the apocalypse has begun and the Covid 19 everyone has turned everyone into flapping panic buying morons,0
Let me know when to prepare to panic,1
Decided to join the party and to be fair my little stock pile isn t even most peoples weekly shopping Hopefully this Covid 19 crap washes over and I ll just take the stuff to a food bank BetterSafeThanSorry,0
Apple Store locations have received new directives to help curb the spread of CoronaVirus Apple AppleStore retail health directives infection CoronaVirus pandemic,2
I think the postponing the season just kicked off the official panic button in this country Heading to wal mart now Stock up people Food is about to look like the toilet paper aisles coronavirus covid19 pandemic,1
US trucking has yet to face any major restrictions on travel and unexpectedly getting better rates With the spread of the virus becoming more worrisome consumer hoarding is increasing demand for dry van equipment Covid 19 trucking demand,1
Make sure you stock up on non perishables lt Leaves grocery store with milk cheese yogurt fruit and vegetables gt Covid 19,2
Well done to everybody who has finished most of the stock at supermarkets now be ready for inflated prices for your next panic buying situation This is what they wanted and you gave them exactly that CoronavirusPandemic CoronaVirusUpdate Covid 19,2
Anyone actually given a thought to people who work in food retail during this Covid 19 CoronavirusPandemic Whilst schools and events are being closed people still have to shop colleagues still have to work to provide stock for customers Supermarkets won t close though,2
This isn t a panic tweet but the Covid 19 has reached where I m living I have extra food and supplies so hopefully everything is alright Anyone else in this situation stay safe and stay rational Be cautious and aware but don t panic and overreact DenieroInc,2
Im really tired of tweeting about Covid 19 all you have to know is that we re under a lockdown that they renamed hope you have enough food for 6 Months And if you survive even with the martial law remember when they say don t panic you need to panic COVID2019 Manila,0
Went to store today to stock up on toiletpapercrisis amp 300 worth of food Got home amp realized I had used phone in store steering wheel car keys you get it YOU CAN T JUST WASH YOUR HANDS GOTTA CLEAN EVERYTHING FOMITES coronavirus,0
With the pandemic setting in with the coronavirus will sports card market take a dip and prices drop 15 25 Or will the market stay strong Please share your thoughts CoronaVirusUpdate WorstPresidentInHistory pandemic NBA Covid 19 CancelEverything,0
Following significant feedback from communities and growing concerns over COVID 19 the Parramasala Board has made the difficult decision to postpone the 2020 Parramasala Festival The safety and wellbeing of our communities is of the highest importance,0
My dad gets the same thing at the grocery store every time he goes whether he s run out of the item or not The end result is that he s sitting on a goldmine of nonperishable food and toilet paper The coronavirus is our Jed Clampet moment everyone,2
Ya ll the really is the MVP for us students Today they got extra shipments of food so students can stock up to prep for It s good nutritious food too,2
How far out can I book a flight to Tokyo Going next May and I want these prices Covid 19 Japan,2
Important point on the panic buying Lots of images of empty shelves doing the rounds on social media The shelves will be re stocked tomorrow Italy is actually in lockdown and supermarkets are still operating fine There will be food Breathe Covid 19,1
L Dargie Good advice We need perspective amp practical action not panic or police amp security guards in the supermarket aisles Maybe TomHanks contracting CoronaVirus COVID19 amp his response will help others to stay,0
Just want to say that now would be a great opportunity to get to know any of your elderly neighbors and check in on them and see if they need anything from the grocery store or pharmacy Promote care not fear Covid 19 COVID19,0
Worst time to be long on consumer discretionary stocks stonks Covid 19,0
My thoughts right now I keep hearing about people who think it s a good idea to take advantage of low airplane ticket prices caused by Covid 19 to travel the world right now and at the risk of sounding preachy I have to reiterate this quote from,2
U can say I m crazy if u want but better safe than sorry We will probably go under quarantine w in the nxt 2 weeks PLEASE stock up 4 4 wks water food can goods toilet paper prescription meds etc NBA NCAA THIS IS HUGE DON T WAIT IJS CORONAVIRUS ICARE,0
in the grocery store with and screaming through the speakers with a bunch of empty shelves and people running around grabbing 8 cases of water oh and sports are cancelled This is my Apocalypse Covid 19,1
Coronavirus has affected online shopping travel event cancellations and it s now impacting digitalmarketing Online marketers it s time to deliver factual information prioritise relevant content amp reach target audiences wherever they may be COVID19UK SARSCoV2,1
Really confused by news reports do I need to stock up on soap food diapers TP or is that panic buying Don t want to be caught without essentials also don t want to contribute to chaos Covid 19 caronavirususa,0
Apparently Chest Freezers are back in vogue and selling like hotcakes as people start to stock up on food ready for The Great Lockdown covid 19,0
First time in a supermarket this week and there was not a roll of toilet paper to be seen I wonder if people didn t clean their asses before the Covid 19,2
1312 the virus no longer needs to fly when it has reached all cities in USA from Cost to Cost Now Virus can walk comfortably on men s legs to do his job at the stadium supermarket cinema Local measures are need,2
Plano Independent School District is extending planotx students spring break by a week through March 20 covid 19 planoisd,2
We used to laugh at Demolition Man Coronavirus,2
I ve been predicting a nightmare for awhile Today it felt like everyone else just woke up to it if the supermarket lines were any indication I ve been living in this headspace for weeks but now that I have company I have to admit it s freaking me out even more Covid 19,1
In the midst of the panic shopping about to happen if you re doing your grocery shopping online and getting it delivered be patient and nice with your delivery driver Tip them Be sound This weekend is going to be busier than Christmas for them Covid 19,1
Coming back from the grocery store like CoronavirusPandemic Covid 19 lockdown,2
If it weren t for the media we d just think this was a bad flu season This is all their fault 65 year old woman in front of me in line at the supermarket TheGreatAwakening Q Qanon Maga CoronaFlu covid19 covid 19 Disneyland MarchMadness,0
Let s remember to leave something for those who really need it COVID2019IRELAND,1
The grocery store is usually my place of zen and calm But the Madison Moms are NOT getting sick Covid 19,0
As a Venezuelan the post apocalyptic visuals at my local supermarket do trigger some mad PTSD DejaVu EmptyShelves CoronavirusPandemic Covid 19,0
Yes it is I was in the grocery store earlier It was a fucking stampede and the shelfs are clearing CoronavirusPandemic CoronaVirusUpdate Covid 19,1
We are temporarily suspending all Howler and Growler fills to minimize the opportunity for the spread of the COVID 19 We will continue to fill Howlers and Growlers that are purchased from our in house retail store,2
Funny side effect for some high ups now Covid 19 is ruling the fear of human race they cling on social media online means for contact entertainment shopping etc so easy fot the big guys to profile your ongoing for a few weeks indoor or months Very clever,0
I love that Indians are dealing with fascist policies the impending COVID 19 threat now it s reached our shores are still managing to laugh have sex demand good food and look for love Survival is hope more than it s outrage,0
I understand food being out of stock but why toilet paper what s up with that covid 19 coronavirus,2
I went to the grocery store this afternoon As I was walking in I heard a woman yell to me from her car I walked over and found an elderly woman and her husband She cracked her window open a bit more and explained to me nearly in tears that they are afraid to go in the store,1
How is Coronavirus impacting online shopping Our upcoming market research provides insights into consumers online buying behavior and how it will affect brands Covid 19 IP BrandProtection,2
Democrats pushing hard for PaidSickLeave paid for by your employer who in turn lowers wages and raises prices to pay for Democrat communism Covid 19 HorseShitLiarDemocrats DemocratsHateAmerica ThursdayThoughts FightDemocrats FakeNews,1
As you stock up for the nourishment and safety of your family during the Coronavirus outbreak please donate to those who cannot With safety in mind our local foodbank requested a donation rather than food amp supplies We gladly donated on their website,0
Instacart and DoorDash now offer paid sick leave for workers diagnosed with COVID 19 The Verge via retail CoronaVirusUpdates,1
Yeah I ve seen eggs milk amp Lysol wipes being sold out at grocery store due 2 Covid 19 Folks have gone nuts 2 amp they need 2 calm down This isn t the black plague,2
Has anyone in Cardiff or SouthWales had their food delivery affected by coronavirus panicbuying Perhaps yours was cancelled the website had no stock or some items didn t come with the rest of your order Please reply DM or email me rhiannon c moore com covid19,1
Was always about damage limitation the self serving newly elected government dragging their heels lower than share prices Let s hope common decency prevails to help others deal with the pandemic Suddenly nobody remembers Brexit inthistog,2
